#mH (GeV) 	Cross Section (pb) 	+error % 	- error % 	+scale % 	-scale % 	+(PDF+αs) % 	-(PDF+αs) %
90.0	 1.640	 +3.3	 -3.8	 +0.3	 -0.8	 +3.0	 -3.0
95.0	 1.392	 +3.3	 -4.1	 +0.1	 -0.9	 +3.2	 -3.2
100.0	 1.186	 +4.0	 -3.9	 +0.6	 -0.5	 +3.4	 -3.4
105.0	 1.018	 +3.8	 -4.3	 +0.3	 -0.8	 +3.5	 -3.5
110.0	 0.8754	 +4.1	 -4.5	 +0.3	 -0.7	 +3.8	 -3.8
110.5	 0.8623	 +4.1	 -4.5	 +0.3	 -0.7	 +3.8	 -3.8
111.0	 0.8495	 +4.1	 -4.5	 +0.3	 -0.7	 +3.8	 -3.8
111.5	 0.8368	 +4.2	 -4.6	 +0.3	 -0.7	 +3.8	 -3.8
112.0	 0.8244	 +4.2	 -4.6	 +0.3	 -0.7	 +3.8	 -3.8
112.5	 0.8122	 +4.2	 -4.6	 +0.3	 -0.8	 +3.8	 -3.8
113.0	 0.8003	 +4.2	 -4.6	 +0.4	 -0.8	 +3.9	 -3.9
113.5	 0.7885	 +4.2	 -4.6	 +0.4	 -0.8	 +3.9	 -3.9
114.0	 0.7770	 +4.3	 -4.7	 +0.4	 -0.8	 +3.9	 -3.9
114.5	 0.7657	 +4.3	 -4.7	 +0.4	 -0.8	 +3.9	 -3.9
115.0	 0.7546	 +4.3	 -4.7	 +0.4	 -0.8	 +3.9	 -3.9
115.5	 0.7439	 +4.2	 -4.6	 +0.4	 -0.8	 +3.8	 -3.8
116.0	 0.7333	 +4.2	 -4.6	 +0.4	 -0.8	 +3.8	 -3.8
116.5	 0.7230	 +4.2	 -4.5	 +0.4	 -0.8	 +3.8	 -3.8
117.0	 0.7129	 +4.1	 -4.5	 +0.4	 -0.8	 +3.7	 -3.7
117.5	 0.7030	 +4.1	 -4.4	 +0.4	 -0.8	 +3.7	 -3.7
118.0	 0.6933	 +4.0	 -4.3	 +0.4	 -0.7	 +3.6	 -3.6
118.5	 0.6837	 +4.0	 -4.3	 +0.4	 -0.7	 +3.5	 -3.5
119.0	 0.6744	 +3.9	 -4.2	 +0.4	 -0.7	 +3.5	 -3.5
119.5	 0.6651	 +3.9	 -4.2	 +0.4	 -0.7	 +3.5	 -3.5
120.0	 0.6561	 +3.8	 -4.1	 +0.4	 -0.7	 +3.4	 -3.4
120.5	 0.6472	 +3.8	 -4.1	 +0.4	 -0.7	 +3.4	 -3.4
121.0	 0.6384	 +3.8	 -4.1	 +0.4	 -0.7	 +3.4	 -3.4
121.5	 0.6297	 +3.8	 -4.2	 +0.3	 -0.7	 +3.4	 -3.4
122.0	 0.6212	 +3.8	 -4.2	 +0.3	 -0.7	 +3.4	 -3.4
